epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,6962.27,1.22735,0.76337,0.99421,0.59899,0.37858,0.40227,0.22061,1.3252,0.81336,1.00856,0.000604763,0.000604763,0.000604763
173,6998.86,1.22608,0.76319,0.99174,0.60032,0.3764,0.4023,0.22047,1.32518,0.81344,1.00854,0.000571106,0.000571106,0.000571106
174,7036.23,1.23258,0.76551,0.99327,0.6003,0.37181,0.40122,0.22032,1.32499,0.81331,1.00845,0.000538554,0.000538554,0.000538554
175,7073.72,1.23071,0.76355,0.99277,0.60264,0.37044,0.40103,0.22043,1.3253,0.81346,1.00852,0.000507115,0.000507115,0.000507115
176,7110.86,1.22664,0.76126,0.99292,0.60304,0.37,0.4009,0.22053,1.32526,0.8135,1.00853,0.000476796,0.000476796,0.000476796
177,7148.31,1.22676,0.75883,0.99559,0.6032,0.36917,0.40106,0.22076,1.32534,0.81343,1.0085,0.000447606,0.000447606,0.000447606
178,7185.77,1.22639,0.76297,0.99465,0.60355,0.3686,0.40146,0.2208,1.32535,0.81327,1.00853,0.000419552,0.000419552,0.000419552
179,7223.39,1.23008,0.7624,0.99387,0.60527,0.36768,0.40154,0.22083,1.32546,0.81335,1.00856,0.00039264,0.00039264,0.00039264
180,7263.17,1.22485,0.76129,0.99218,0.6043,0.36847,0.40152,0.22096,1.32563,0.81324,1.00856,0.000366877,0.000366877,0.000366877
181,7298.84,1.22357,0.76053,0.99247,0.60515,0.36774,0.40163,0.22102,1.32574,0.81332,1.00859,0.00034227,0.00034227,0.00034227
182,7335.35,1.23429,0.76617,0.99348,0.60404,0.36787,0.4019,0.2211,1.3258,0.81333,1.00861,0.000318825,0.000318825,0.000318825
183,7371.25,1.22624,0.75958,0.99164,0.60754,0.36661,0.40205,0.22105,1.32586,0.81331,1.00861,0.000296546,0.000296546,0.000296546
184,7407.78,1.2275,0.76166,0.99242,0.60758,0.36706,0.40248,0.22102,1.32607,0.8135,1.00866,0.000275441,0.000275441,0.000275441
185,7443.99,1.22843,0.76297,0.99481,0.60433,0.37032,0.40251,0.22077,1.32623,0.81362,1.00871,0.000255513,0.000255513,0.000255513
186,7480.97,1.22401,0.76358,0.9919,0.60475,0.3698,0.40262,0.22098,1.32608,0.81338,1.00868,0.000236769,0.000236769,0.000236769
187,7524.58,1.22702,0.76299,0.9938,0.60536,0.37028,0.40233,0.22105,1.326,0.81346,1.00867,0.000219212,0.000219212,0.000219212
188,7561.29,1.22346,0.75915,0.99232,0.60615,0.36909,0.40199,0.22042,1.32623,0.81354,1.00871,0.000202847,0.000202847,0.000202847
189,7600.33,1.22115,0.75848,0.99159,0.60457,0.36903,0.40189,0.22019,1.32639,0.81352,1.00877,0.000187678,0.000187678,0.000187678
190,7640.77,1.22819,0.76159,0.99286,0.60459,0.36937,0.40213,0.22035,1.32633,0.81364,1.00872,0.000173709,0.000173709,0.000173709
191,7676.59,1.26292,0.75332,0.99766,0.59817,0.3721,0.40219,0.22049,1.32641,0.81361,1.0088,0.000160943,0.000160943,0.000160943
192,7706.61,1.2591,0.74753,0.99518,0.59963,0.37225,0.40218,0.22031,1.32651,0.81374,1.00882,0.000149383,0.000149383,0.000149383
193,7736.75,1.26315,0.74807,0.99766,0.59859,0.37295,0.40242,0.2206,1.3264,0.81352,1.0088,0.000139032,0.000139032,0.000139032
194,7766.52,1.25558,0.74481,0.99463,0.59488,0.37478,0.40255,0.22054,1.32652,0.81364,1.00881,0.000129893,0.000129893,0.000129893
195,7796.42,1.253,0.7412,0.99352,0.59736,0.37326,0.40264,0.22045,1.32655,0.81353,1.00889,0.000121968,0.000121968,0.000121968
196,7826.61,1.25498,0.74196,0.99409,0.59681,0.37363,0.40299,0.22086,1.32665,0.81355,1.0089,0.000115259,0.000115259,0.000115259
197,7856.52,1.25689,0.74095,0.99362,0.59495,0.37472,0.4031,0.22084,1.32674,0.81354,1.00892,0.000109768,0.000109768,0.000109768
198,7886.45,1.25237,0.73798,0.99346,0.59406,0.37529,0.4027,0.22064,1.32686,0.81357,1.00896,0.000105495,0.000105495,0.000105495
199,7916.29,1.25354,0.73896,0.99167,0.59292,0.37556,0.40295,0.22069,1.32664,0.81339,1.0089,0.000102443,0.000102443,0.000102443
200,7946.64,1.25469,0.74062,0.99381,0.59641,0.37456,0.40268,0.22061,1.32677,0.81339,1.00891,0.000100611,0.000100611,0.000100611
