epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2444.08,1.25077,0.8166,1.01444,0.55423,0.32798,0.34189,0.18132,1.38982,0.89194,1.05074,0.0008425,0.0008425,0.0008425
187,2481.18,1.25118,0.81772,1.01289,0.55664,0.31995,0.34182,0.18142,1.39128,0.89077,1.05011,0.000793,0.000793,0.000793
188,2494,1.25033,0.81679,1.01442,0.49579,0.34248,0.34063,0.17974,1.39108,0.89088,1.05086,0.0007435,0.0007435,0.0007435
189,2506.26,1.25422,0.81865,1.01311,0.52742,0.32125,0.34005,0.18005,1.39222,0.89037,1.0507,0.000694,0.000694,0.000694
190,2519.25,1.24067,0.80937,1.01088,0.53684,0.33133,0.34053,0.18033,1.3919,0.88824,1.05047,0.0006445,0.0006445,0.0006445
191,2542.28,1.23926,0.75048,0.99281,0.53713,0.32848,0.33937,0.17836,1.39703,0.89277,1.05443,0.000595,0.000595,0.000595
192,2553.22,1.23327,0.74328,0.99175,0.5151,0.32987,0.33547,0.17747,1.39615,0.89421,1.05248,0.0005455,0.0005455,0.0005455
193,2564.37,1.22077,0.7318,0.98385,0.53055,0.32527,0.34017,0.1783,1.39351,0.89221,1.05106,0.000496,0.000496,0.000496
194,2575.31,1.22571,0.73086,0.98777,0.50844,0.3458,0.33905,0.18022,1.3916,0.89137,1.05135,0.0004465,0.0004465,0.0004465
195,2586.42,1.22089,0.72845,0.98349,0.4951,0.35428,0.34019,0.1802,1.39212,0.89168,1.05165,0.000397,0.000397,0.000397
196,2597.59,1.22009,0.72423,0.98463,0.50703,0.34459,0.34042,0.17979,1.3923,0.89107,1.05259,0.0003475,0.0003475,0.0003475
197,2608.58,1.22539,0.72561,0.98725,0.50391,0.34919,0.34103,0.18011,1.39349,0.89043,1.05243,0.000298,0.000298,0.000298
198,2619.71,1.22198,0.72436,0.98909,0.51962,0.34055,0.34172,0.18081,1.39253,0.88979,1.05202,0.0002485,0.0002485,0.0002485
199,2630.69,1.21914,0.72658,0.98767,0.50664,0.3507,0.34152,0.1806,1.39336,0.89089,1.05213,0.000199,0.000199,0.000199
200,2646.39,1.21442,0.72201,0.98405,0.50809,0.34835,0.34306,0.18092,1.39436,0.89149,1.05252,0.0001495,0.0001495,0.0001495
